prefecture	species	specimen_type	drug1	drug2	drug3	RRR	RRS	RSR	RSS	SRR	SRS	SSR	SSS
45	K. pneumoniae	blood	1401	1411	1661	0	0	0	0	1	0	0	71
45	K. pneumoniae	spinal	1401	1411	1661	0	0	0	0	0	0	0	0
8	K. pneumoniae	respiratory	1401	1411	1661	3	0	0	0	0	0	17	721
8	K. pneumoniae	urine	1401	1411	1661	0	0	0	0	0	0	12	270
8	K. pneumoniae	stool	1401	1411	1661	1	0	0	0	0	1	0	27
8	K. pneumoniae	blood	1401	1411	1661	0	0	0	0	0	0	0	86
8	K. pneumoniae	spinal	1401	1411	1661	0	0	0	0	0	0	0	0
14	K. pneumoniae	respiratory	1401	1411	1661	0	0	0	0	0	0	9	1077
14	K. pneumoniae	urine	1401	1411	1661	0	0	0	0	0	0	6	465
14	K. pneumoniae	stool	1401	1411	1661	0	0	0	0	0	0	6	60
14	K. pneumoniae	blood	1401	1411	1661	0	0	0	0	0	0	1	207
14	K. pneumoniae	spinal	1401	1411	1661	0	0	0	0	0	0	0	4
39	K. pneumoniae	respiratory	1401	1411	1661	0	0	0	0	0	0	4	650
39	K. pneumoniae	urine	1401	1411	1661	1	0	0	0	1	0	4	378
39	K. pneumoniae	stool	1401	1411	1661	0	0	0	0	0	0	2	38
39	K. pneumoniae	blood	1401	1411	1661	0	0	0	0	0	0	0	148
39	K. pneumoniae	spinal	1401	1411	1661	0	0	0	0	0	0	0	1
10	K. pneumoniae	respiratory	1401	1411	1661	1	0	1	3	0	0	46	1307
10	K. pneumoniae	urine	1401	1411	1661	0	0	0	0	0	0	18	478
10	K. pneumoniae	stool	1401	1411	1661	0	0	0	0	0	0	2	74
10	K. pneumoniae	blood	1401	1411	1661	0	0	0	0	0	0	1	147
10	K. pneumoniae	spinal	1401	1411	1661	0	0	0	0	0	0	0	0
35	K. pneumoniae	respiratory	1401	1411	1661	3	0	0	1	0	0	35	1822
35	K. pneumoniae	urine	1401	1411	1661	1	0	0	0	0	0	37	978
35	K. pneumoniae	stool	1401	1411	1661	4	0	0	0	0	0	5	126
35	K. pneumoniae	blood	1401	1411	1661	4	0	0	1	0	0	8	362
