prefecture	species	specimen_type	drug1	drug2	drug3	RRR	RRS	RSR	RSS	SRR	SRS	SSR	SSS
7	E. coli	stool	1401	1411	1266	0	0	0	0	8	0	855	591
7	E. coli	blood	1401	1411	1266	0	0	0	0	0	0	303	356
7	E. coli	spinal	1401	1411	1266	0	0	0	0	0	0	1	3
34	E. coli	respiratory	1401	1411	1266	0	0	0	0	0	0	137	49
34	E. coli	urine	1401	1411	1266	0	0	0	0	1	0	240	158
34	E. coli	stool	1401	1411	1266	0	0	0	0	0	0	213	92
34	E. coli	blood	1401	1411	1266	0	0	0	0	0	0	33	18
34	E. coli	spinal	1401	1411	1266	0	0	0	0	0	0	0	0
27	E. coli	respiratory	1401	1411	1266	4	0	0	0	0	0	176	101
27	E. coli	urine	1401	1411	1266	0	0	0	0	0	2	460	463
27	E. coli	stool	1401	1411	1266	1	0	0	1	1	0	60	53
27	E. coli	blood	1401	1411	1266	0	0	0	0	0	0	90	115
27	E. coli	spinal	1401	1411	1266	0	0	0	0	0	0	0	0
21	E. coli	respiratory	1401	1411	1266	0	0	0	0	0	0	269	197
21	E. coli	urine	1401	1411	1266	0	0	0	0	1	0	777	853
21	E. coli	stool	1401	1411	1266	0	0	0	0	0	0	124	101
21	E. coli	blood	1401	1411	1266	0	0	0	0	0	0	89	118
21	E. coli	spinal	1401	1411	1266	0	0	0	0	0	0	0	0
30	E. coli	respiratory	1401	1411	1266	1	0	3	0	0	0	169	111
30	E. coli	urine	1401	1411	1266	1	0	1	0	1	0	510	412
30	E. coli	stool	1401	1411	1266	0	0	0	0	0	0	22	40
30	E. coli	blood	1401	1411	1266	0	0	0	0	0	0	60	57
30	E. coli	spinal	1401	1411	1266	0	0	0	0	0	0	0	0
25	E. coli	respiratory	1401	1411	1266	0	0	1	0	0	0	62	47
25	E. coli	urine	1401	1411	1266	0	0	0	1	1	0	165	207
25	E. coli	stool	1401	1411	1266	0	0	0	0	0	0	10	17
25	E. coli	blood	1401	1411	1266	0	0	0	0	0	0	21	30
25	E. coli	spinal	1401	1411	1266	0	0	0	0	0	0	0	0
18	E. coli	respiratory	1401	1411	1266	0	0	1	1	0	0	168	146
18	E. coli	urine	1401	1411	1266	1	0	0	1	0	0	432	494
18	E. coli	stool	1401	1411	1266	0	1	0	0	0	0	75	193
18	E. coli	blood	1401	1411	1266	0	0	0	0	0	0	78	98
18	E. coli	spinal	1401	1411	1266	0	0	0	0	0	0	0	1
32	E. coli	respiratory	1401	1411	1266	0	0	0	0	0	0	236	131
32	E. coli	urine	1401	1411	1266	1	0	0	0	0	0	892	951
32	E. coli	stool	1401	1411	1266	0	0	0	0	0	0	1	6
32	E. coli	blood	1401	1411	1266	0	0	1	0	0	0	121	110
32	E. coli	spinal	1401	1411	1266	0	0	0	0	0	0	0	0
12	K. pneumoniae	respiratory	1401	1411	1266	1	0	2	0	1	1	360	1383
12	K. pneumoniae	urine	1401	1411	1266	1	0	1	0	2	0	239	685
12	K. pneumoniae	stool	1401	1411	1266	3	0	0	1	0	0	55	248
12	K. pneumoniae	blood	1401	1411	1266	0	0	1	0	0	0	80	297
12	K. pneumoniae	spinal	1401	1411	1266	0	0	0	0	0	0	1	1
3	K. pneumoniae	respiratory	1401	1411	1266	2	0	0	0	0	0	121	379
3	K. pneumoniae	urine	1401	1411	1266	1	0	0	0	0	0	71	184
3	K. pneumoniae	stool	1401	1411	1266	0	0	0	0	0	0	18	65
3	K. pneumoniae	blood	1401	1411	1266	0	0	0	0	0	0	18	83
3	K. pneumoniae	spinal	1401	1411	1266	0	0	0	0	0	0	0	0
16	K. pneumoniae	respiratory	1401	1411	1266	0	0	0	0	0	0	146	661
16	K. pneumoniae	urine	1401	1411	1266	0	0	0	0	0	0	42	184
16	K. pneumoniae	stool	1401	1411	1266	0	0	0	0	0	0	2	0
16	K. pneumoniae	blood	1401	1411	1266	0	0	0	0	0	0	5	52
16	K. pneumoniae	spinal	1401	1411	1266	0	0	0	0	0	0	0	0
24	K. pneumoniae	respiratory	1401	1411	1266	0	0	1	1	0	0	141	483
24	K. pneumoniae	urine	1401	1411	1266	0	0	0	0	0	0	70	221
24	K. pneumoniae	stool	1401	1411	1266	1	0	0	0	0	0	100	105
24	K. pneumoniae	blood	1401	1411	1266	0	0	0	0	0	0	13	66
24	K. pneumoniae	spinal	1401	1411	1266	0	0	0	0	0	0	0	0
2	K. pneumoniae	respiratory	1401	1411	1266	0	0	0	0	0	0	96	552
2	K. pneumoniae	urine	1401	1411	1266	0	0	0	0	0	0	90	258
2	K. pneumoniae	stool	1401	1411	1266	0	0	0	0	0	0	2	2
2	K. pneumoniae	blood	1401	1411	1266	0	0	0	0	0	0	11	63
2	K. pneumoniae	spinal	1401	1411	1266	0	0	0	0	0	0	0	1
45	K. pneumoniae	respiratory	1401	1411	1266	0	0	0	0	0	0	40	326
45	K. pneumoniae	urine	1401	1411	1266	0	0	0	0	0	0	19	112
45	K. pneumoniae	stool	1401	1411	1266	0	0	0	0	0	0	0	12
45	K. pneumoniae	blood	1401	1411	1266	0	0	0	1	0	0	6	46
45	K. pneumoniae	spinal	1401	1411	1266	0	0	0	0	0	0	0	0
8	K. pneumoniae	respiratory	1401	1411	1266	1	2	0	0	1	0	118	383
8	K. pneumoniae	urine	1401	1411	1266	0	1	0	0	0	0	64	169
8	K. pneumoniae	stool	1401	1411	1266	0	0	0	0	0	0	13	19
8	K. pneumoniae	blood	1401	1411	1266	0	0	0	0	1	0	21	50
8	K. pneumoniae	spinal	1401	1411	1266	0	0	0	0	0	0	0	0
14	K. pneumoniae	respiratory	1401	1411	1266	0	0	0	0	0	0	139	491
14	K. pneumoniae	urine	1401	1411	1266	0	0	0	0	0	0	142	185
14	K. pneumoniae	stool	1401	1411	1266	0	0	0	0	0	0	22	22
14	K. pneumoniae	blood	1401	1411	1266	0	0	0	0	0	0	48	97
14	K. pneumoniae	spinal	1401	1411	1266	0	0	0	0	0	0	0	2
39	K. pneumoniae	respiratory	1401	1411	1266	0	0	0	0	0	1	98	375
39	K. pneumoniae	urine	1401	1411	1266	0	0	0	0	0	0	76	168
39	K. pneumoniae	stool	1401	1411	1266	0	0	0	0	0	0	13	32
39	K. pneumoniae	blood	1401	1411	1266	0	0	0	0	0	0	14	74
39	K. pneumoniae	spinal	1401	1411	1266	0	0	0	0	0	0	0	0
10	K. pneumoniae	respiratory	1401	1411	1266	0	0	2	0	0	0	348	671
10	K. pneumoniae	urine	1401	1411	1266	0	0	0	0	0	0	109	185
10	K. pneumoniae	stool	1401	1411	1266	0	0	0	0	0	0	14	35
10	K. pneumoniae	blood	1401	1411	1266	0	0	0	0	0	0	23	79
10	K. pneumoniae	spinal	1401	1411	1266	0	0	0	0	0	0	0	0
35	K. pneumoniae	respiratory	1401	1411	1266	2	0	0	0	0	1	273	939
35	K. pneumoniae	urine	1401	1411	1266	7	0	0	0	0	0	118	450
35	K. pneumoniae	stool	1401	1411	1266	2	0	0	0	0	1	11	69
35	K. pneumoniae	blood	1401	1411	1266	0	0	0	0	0	0	35	183
35	K. pneumoniae	spinal	1401	1411	1266	0	0	0	0	0	0	1	0
4	K. pneumoniae	respiratory	1401	1411	1266	2	0	0	0	0	1	260	895
4	K. pneumoniae	urine	1401	1411	1266	3	1	0	0	0	0	209	489
4	K. pneumoniae	stool	1401	1411	1266	0	0	0	0	0	0	7	38
4	K. pneumoniae	blood	1401	1411	1266	0	0	0	0	0	0	56	169
4	K. pneumoniae	spinal	1401	1411	1266	0	0	0	0	0	0	0	1
41	K. pneumoniae	respiratory	1401	1411	1266	6	0	0	0	3	0	1303	3846
41	K. pneumoniae	urine	1401	1411	1266	22	0	3	0	5	0	970	1739
41	K. pneumoniae	stool	1401	1411	1266	14	1	0	1	18	0	257	535
41	K. pneumoniae	blood	1401	1411	1266	2	0	0	0	0	0	245	684
41	K. pneumoniae	spinal	1401	1411	1266	0	0	0	0	0	0	0	4
19	K. pneumoniae	respiratory	1401	1411	1266	2	1	0	1	0	1	607	2421
19	K. pneumoniae	urine	1401	1411	1266	0	1	0	2	1	0	388	1075
19	K. pneumoniae	stool	1401	1411	1266	4	0	0	0	0	0	40	171
19	K. pneumoniae	blood	1401	1411	1266	0	0	0	0	0	0	87	456
19	K. pneumoniae	spinal	1401	1411	1266	0	0	0	0	0	0	1	1
29	K. pneumoniae	respiratory	1401	1411	1266	1	0	0	0	0	0	124	608
29	K. pneumoniae	urine	1401	1411	1266	0	0	0	0	0	0	97	295
29	K. pneumoniae	stool	1401	1411	1266	0	0	0	0	0	0	8	32
29	K. pneumoniae	blood	1401	1411	1266	0	0	0	0	0	0	19	130
29	K. pneumoniae	spinal	1401	1411	1266	0	0	0	0	0	0	0	1
43	K. pneumoniae	respiratory	1401	1411	1266	0	0	0	0	0	0	52	281
43	K. pneumoniae	urine	1401	1411	1266	0	0	0	0	0	0	32	127
43	K. pneumoniae	stool	1401	1411	1266	0	0	0	0	0	0	0	1
43	K. pneumoniae	blood	1401	1411	1266	0	0	0	0	0	0	5	78
43	K. pneumoniae	spinal	1401	1411	1266	0	0	0	0	0	0	0	0
15	K. pneumoniae	respiratory	1401	1411	1266	1	0	0	1	4	0	144	347
15	K. pneumoniae	urine	1401	1411	1266	0	0	0	0	2	0	118	195
15	K. pneumoniae	stool	1401	1411	1266	1	0	0	0	3	0	8	18
15	K. pneumoniae	blood	1401	1411	1266	0	0	0	0	0	0	17	88
15	K. pneumoniae	spinal	1401	1411	1266	0	0	0	0	0	0	0	1
6	K. pneumoniae	respiratory	1401	1411	1266	0	0	0	0	0	0	79	173
6	K. pneumoniae	urine	1401	1411	1266	0	0	0	0	0	0	33	95
6	K. pneumoniae	stool	1401	1411	1266	0	0	0	0	0	0	2	6
6	K. pneumoniae	blood	1401	1411	1266	0	0	0	0	0	0	11	45
6	K. pneumoniae	spinal	1401	1411	1266	0	0	0	0	0	0	0	0
47	K. pneumoniae	respiratory	1401	1411	1266	0	1	0	0	0	0	41	200
47	K. pneumoniae	urine	1401	1411	1266	0	0	0	0	0	0	16	52
47	K. pneumoniae	stool	1401	1411	1266	0	0	0	0	0	0	3	44
47	K. pneumoniae	blood	1401	1411	1266	0	0	0	0	0	0	3	16
47	K. pneumoniae	spinal	1401	1411	1266	0	0	0	0	0	0	0	0
26	K. pneumoniae	respiratory	1401	1411	1266	0	1	0	0	0	0	144	892
26	K. pneumoniae	urine	1401	1411	1266	0	0	0	0	0	0	90	503
26	K. pneumoniae	stool	1401	1411	1266	0	0	0	0	0	0	8	30
26	K. pneumoniae	blood	1401	1411	1266	0	0	0	0	0	0	16	129
26	K. pneumoniae	spinal	1401	1411	1266	0	0	0	0	0	0	1	1
9	K. pneumoniae	respiratory	1401	1411	1266	0	0	0	1	0	0	138	692
9	K. pneumoniae	urine	1401	1411	1266	0	0	0	1	0	0	73	219
9	K. pneumoniae	stool	1401	1411	1266	0	0	0	0	0	0	27	26
9	K. pneumoniae	blood	1401	1411	1266	0	2	0	0	0	0	21	89
9	K. pneumoniae	spinal	1401	1411	1266	0	0	0	0	0	0	0	0
38	K. pneumoniae	respiratory	1401	1411	1266	0	1	0	0	0	0	226	793
38	K. pneumoniae	urine	1401	1411	1266	0	0	0	0	1	0	120	343
38	K. pneumoniae	stool	1401	1411	1266	0	0	0	0	0	0	6	13
38	K. pneumoniae	blood	1401	1411	1266	0	1	0	0	0	0	30	115
38	K. pneumoniae	spinal	1401	1411	1266	0	0	0	0	0	0	0	0
1	K. pneumoniae	respiratory	1401	1411	1266	2	2	0	0	10	1	634	2461
1	K. pneumoniae	urine	1401	1411	1266	1	0	1	0	1	0	318	926
1	K. pneumoniae	stool	1401	1411	1266	3	2	0	0	2	3	126	338
1	K. pneumoniae	blood	1401	1411	1266	0	0	0	0	0	0	133	434
1	K. pneumoniae	spinal	1401	1411	1266	0	0	0	0	0	0	0	3
23	K. pneumoniae	respiratory	1401	1411	1266	0	0	0	0	4	0	96	586
23	K. pneumoniae	urine	1401	1411	1266	0	0	0	0	3	0	76	227
23	K. pneumoniae	stool	1401	1411	1266	0	0	0	0	5	0	24	148
23	K. pneumoniae	blood	1401	1411	1266	0	0	0	0	4	0	14	117
23	K. pneumoniae	spinal	1401	1411	1266	0	0	0	0	0	0	0	2
36	K. pneumoniae	respiratory	1401	1411	1266	0	0	0	0	0	0	73	260
36	K. pneumoniae	urine	1401	1411	1266	0	0	0	1	0	0	32	145
