prefecture	species	specimen_type	drug1	drug2	SS	II	RR	XX_others	SR	RS	XY_others	within_drug1group_diff	within_drug2group_diff	within_drug1group_and_drug2group_diff
4	K. pneumoniae	blood	1401	1411	349	0	0	0	0	0	0	0	0	0
4	K. pneumoniae	spinal	1401	1411	1	0	0	0	0	0	0	0	0	0
41	K. pneumoniae	respiratory	1401	1411	7314	5	7	0	1	2	16	0	0	0
41	K. pneumoniae	urine	1401	1411	3825	0	26	0	3	1	17	0	0	0
41	K. pneumoniae	stool	1401	1411	1147	3	30	0	12	1	43	0	0	0
41	K. pneumoniae	blood	1401	1411	1300	0	4	0	2	0	1	0	0	0
41	K. pneumoniae	spinal	1401	1411	2	0	0	0	0	0	0	0	0	0
19	K. pneumoniae	respiratory	1401	1411	4185	0	6	0	0	3	8	0	0	0
19	K. pneumoniae	urine	1401	1411	2068	0	2	0	1	1	5	0	0	0
19	K. pneumoniae	stool	1401	1411	249	1	13	0	0	0	4	0	0	0
19	K. pneumoniae	blood	1401	1411	662	0	2	0	0	0	3	0	0	0
19	K. pneumoniae	spinal	1401	1411	1	0	0	0	0	0	0	0	0	0
29	K. pneumoniae	respiratory	1401	1411	981	0	0	0	0	0	0	0	0	0
29	K. pneumoniae	urine	1401	1411	564	0	0	0	0	1	1	0	0	0
29	K. pneumoniae	stool	1401	1411	64	0	0	0	0	0	0	0	0	0
29	K. pneumoniae	blood	1401	1411	201	0	0	0	0	0	0	0	0	0
29	K. pneumoniae	spinal	1401	1411	0	0	0	0	0	0	0	0	0	0
43	K. pneumoniae	respiratory	1401	1411	460	0	1	0	0	0	0	0	0	0
43	K. pneumoniae	urine	1401	1411	207	0	0	0	0	0	0	0	0	0
43	K. pneumoniae	stool	1401	1411	4	0	0	0	0	0	0	0	0	0
43	K. pneumoniae	blood	1401	1411	138	0	0	0	0	0	0	0	0	0
43	K. pneumoniae	spinal	1401	1411	0	0	0	0	0	0	0	0	0	0
15	K. pneumoniae	respiratory	1401	1411	783	0	0	0	2	0	19	0	0	0
15	K. pneumoniae	urine	1401	1411	456	0	0	0	6	0	16	0	0	0
15	K. pneumoniae	stool	1401	1411	44	0	0	0	9	0	0	0	0	0
15	K. pneumoniae	blood	1401	1411	138	0	0	0	0	0	6	0	0	0
15	K. pneumoniae	spinal	1401	1411	1	0	0	0	0	0	0	0	0	0
6	K. pneumoniae	respiratory	1401	1411	224	0	0	2	0	0	0	0	0	0
6	K. pneumoniae	urine	1401	1411	158	0	0	2	0	0	0	0	0	0
6	K. pneumoniae	stool	1401	1411	4	0	0	0	0	0	0	0	0	0
6	K. pneumoniae	blood	1401	1411	72	0	0	1	0	0	0	0	0	0
6	K. pneumoniae	spinal	1401	1411	0	0	0	0	0	0	0	0	0	0
47	K. pneumoniae	respiratory	1401	1411	356	0	0	0	0	0	1	0	0	0
47	K. pneumoniae	urine	1401	1411	171	0	0	0	0	0	0	0	0	0
47	K. pneumoniae	stool	1401	1411	39	0	0	0	0	0	0	0	0	0
47	K. pneumoniae	blood	1401	1411	33	0	0	0	0	0	0	0	0	0
47	K. pneumoniae	spinal	1401	1411	1	0	0	0	0	0	0	0	0	0
26	K. pneumoniae	respiratory	1401	1411	1402	0	2	0	0	1	1	0	0	0
26	K. pneumoniae	urine	1401	1411	907	0	0	0	1	0	0	0	0	0
26	K. pneumoniae	stool	1401	1411	54	1	0	0	0	0	1	0	0	0
26	K. pneumoniae	blood	1401	1411	230	0	0	0	0	0	0	0	0	0
26	K. pneumoniae	spinal	1401	1411	3	0	0	0	0	0	0	0	0	0
9	K. pneumoniae	respiratory	1401	1411	1193	0	0	4	0	0	4	0	0	0
9	K. pneumoniae	urine	1401	1411	515	2	0	9	0	0	0	0	0	0
9	K. pneumoniae	stool	1401	1411	91	0	0	0	0	0	0	0	0	0
9	K. pneumoniae	blood	1401	1411	197	0	1	0	0	0	3	0	0	0
9	K. pneumoniae	spinal	1401	1411	0	0	0	0	0	0	0	0	0	0
38	K. pneumoniae	respiratory	1401	1411	1485	0	2	5	1	2	7	0	0	0
38	K. pneumoniae	urine	1401	1411	726	0	0	2	1	1	1	0	0	0
38	K. pneumoniae	stool	1401	1411	37	0	0	0	0	0	0	0	0	0
38	K. pneumoniae	blood	1401	1411	221	0	0	3	0	0	3	0	0	0
38	K. pneumoniae	spinal	1401	1411	2	0	0	0	0	0	0	0	0	0
1	K. pneumoniae	respiratory	1401	1411	4336	0	5	21	6	2	19	0	0	0
1	K. pneumoniae	urine	1401	1411	1894	0	2	1	6	0	6	0	0	0
1	K. pneumoniae	stool	1401	1411	474	2	21	0	7	0	22	0	0	0
1	K. pneumoniae	blood	1401	1411	791	0	0	1	0	0	2	0	0	0
1	K. pneumoniae	spinal	1401	1411	2	0	0	0	0	0	0	0	0	0
23	K. pneumoniae	respiratory	1401	1411	985	0	0	0	4	0	3	0	0	0
23	K. pneumoniae	urine	1401	1411	499	0	0	0	5	0	3	0	0	0
23	K. pneumoniae	stool	1401	1411	197	0	1	0	3	0	1	0	0	0
23	K. pneumoniae	blood	1401	1411	195	0	0	0	0	0	0	0	0	0
23	K. pneumoniae	spinal	1401	1411	1	0	0	0	0	0	0	0	0	0
36	K. pneumoniae	respiratory	1401	1411	554	0	0	0	1	0	2	0	0	0
36	K. pneumoniae	urine	1401	1411	293	0	0	0	0	1	0	0	0	0
36	K. pneumoniae	stool	1401	1411	9	0	2	0	0	0	2	0	0	0
36	K. pneumoniae	blood	1401	1411	130	0	0	0	0	0	0	0	0	0
36	K. pneumoniae	spinal	1401	1411	0	0	0	0	0	0	0	0	0	0
22	K. pneumoniae	respiratory	1401	1411	798	3	2	160	0	0	4	0	0	0
